,Date,City,State,Dead,Injured,Total,Description,Year
1902,2019-07-11,Houston,Texas,0,4,4,"Four suspects got into a gunfight, wounding four teenagers in a common area at an apartment complex.",2019
1903,2019-07-08,Washington D.C.,Washington D.C.,0,4,4,Four perpetrators wounded four men in a shooting outside of a 7-Eleven store.,2019
1904,2019-07-08,Manson,North Carolina,2,2,4,"Two people were killed and two children—16 and 10-years-old, were wounded after a domestic dispute escalated.",2019
1905,2019-07-07,Flint,Michigan,2,4,6,"Six people were shot, two fatally, while in a car at a gas station. Police are looking for two suspects.",2019
1906,2019-07-07,Wichita,Kansas,0,4,4,Four people were wounded in a shooting after a potential argument escalated.,2019
1907,2019-07-07,Chicago,Illinois,0,4,4,Four people were wounded in an early morning shooting in Chicago's Englewood neighborhood.,2019
1908,2019-07-07,Albuquerque,New Mexico,0,4,4,Four people were discovered wounded in a parking lot in the downtown area.,2019
1909,2019-07-06,San Jose,California,0,4,4,"Four people were discovered wounded by police, who responded to a shots fired call; the victims had driven away from the initial scene.",2019
1910,2019-07-06,St. Clair Shores,Michigan,2,2,4,"After a dispute over fireworks, a man shot into a crowd and injured a 12-year-old child and a woman, then barricaded himself in his home. Police discovered him and a woman deceased in the home.",2019
1911,2019-07-06,Charlotte,North Carolina,0,4,4,Four people were shot in a McDonald's parking lot after a dispute involving a rideshare vehicle.,2019
1912,2019-07-05,Boston,Massachusetts,0,6,6,Six people were wounded in Boston's Roxbury neighborhood.,2019
1913,2019-07-05,Reno,Nevada,1,3,4,One person died and three were wounded in a shooting.,2019
1914,2019-07-05,New York City,New York,0,4,4,A gunman opened fire — injuring four people in the East New York neighborhood.,2019
1915,2019-07-05,Gravette,Arkansas,4,0,4,"Four people were found deceased at a home in an apparent murder–suicide. The deaths consisted of two young males, and one middle aged female, not including the perpetrator who killed himself afterwards.",2019
1916,2019-07-05,Chicago,Illinois,0,5,5,Five people were wounded in a shooting in Chicago's Woodlawn community.,2019
1917,2019-07-04,Chicago,Illinois,1,3,4,"One man was killed and three were wounded, after a suspect opened fire from a vehicle.",2019
1918,2019-07-04,Rockford,Illinois,0,4,4,Four people were wounded after an argument escalated.,2019
1919,2019-07-04,Fresno,California,1,3,4,One person was killed and three were injured after gunfire erupted at an Independence Day celebration.,2019
1920,2019-07-04,Los Angeles,California,0,4,4,"Four people, including a 15-year-old girl were wounded, after two perpetrators opened fire in the Historic South-Central neighborhood.",2019
1921,2019-07-03,Katy,Texas,2,3,5,The perpetrator shot and killed his sister and three others at a housewarming party. He later died at a hospital.,2019
1922,2019-07-02,Wellston,Missouri,0,4,4,Four people were injured in a drive-by shooting just before midnight near a local food store.,2019
1923,2019-07-02,Washington Park,Illinois,0,4,4,"A 16-year-old, 12-year-old and an adult were injured when an argument over fireworks escalated. The perpetrator was shot by a by-stander.",2019
1924,2019-07-01,Baltimore,Maryl,0,4,4,"Four women were injured after a suspect opened fire on them, two were discovered by police, the others privately entered the hospital.",2019
1925,2019-06-30,Dallas,Texas,2,2,4,Two teenagers were killed and two were wounded in a drive-by shooting near a playground.,2019
1926,2019-06-30,Yucaipa,California,0,5,5,Five people were wounded after a fight escalated in a mobile home park after a BBQ.,2019
1927,2019-06-30,Bay Shore,New York,0,6,6,Six people were shot at a house party.,2019
1928,2019-06-30,Oakland,California,0,4,4,A 12-year-old boy and two adults were injured in a shooting outside of an apartment complex.,2019
1929,2019-06-29,Chicago,Illinois,0,5,5,Five people were wounded after gunfire broke out at a gathering in the Near West Side neighborhood.,2019
1930,2019-06-29,Baton Rouge,Louisiana,0,7,7,Seven people were injured in a shooting outside of a night club after a fight escalated.,2019
1931,2019-06-29,Hartford,Connecticut,0,4,4,"Police discovered two people wounded, while an additional two were self-transported to area hospitals.",2019
1932,2019-06-28,Paterson,New Jersey,0,4,4,Four people were wounded by gunfire that erupted on a street.,2019
1933,2019-06-28,Saint Paul,Minnesota,0,5,5,Five people were wounded in a shooting.,2019
1934,2019-06-28,Atlanta,Georgia,0,7,7,Seven people were wounded during a drive-by shooting involving two vehicles.,2019
1935,2019-06-28,Hamden,Connecticut,0,5,5,"Five people were wounded in a shooting, after police break up a house party.",2019
1936,2019-06-27,Atlanta,Georgia,0,7,7,"Seven people were wounded, two critically, in a drive-by shooting in the Old Fourth Ward neighborhood.",2019
1937,2019-06-26,Akron,Ohio,1,3,4,"One man was killed and three others, including a boy, were wounded in a home invasion.",2019
1938,2019-06-23,Abbeville,South Carolina,3,1,4,Two people were killed and two were wounded in a shooting at an apartment complex. One of the victims later died at the hospital from their injuries.,2019
1939,2019-06-23,Columbus,Ohio,0,5,5,Five people were wounded in a drive-by shooting outside of a local motorcycle club.,2019
1940,2019-06-23,La Jolla,California,1,3,4,One person was killed and three others were injured after a drive-by shooting at a party.,2019
1941,2019-06-23,South Bend,Indiana,1,10,11,One person was killed and ten were injured after the perpetrator opened fire on a patrons at a local bar.,2019
1942,2019-06-23,San Jose,California,5,0,5,A four-hour standoff ends after a man kills four people then himself.,2019
1943,2019-06-22,Baltimore,Maryl,1,4,5,"A gunman opened fire on a crowd, killing a 19-year-old man and wounding four others.",2019
1944,2019-06-22,Philadelphia,Pennsylvania,0,4,4,Four men were wounded by gunfire in an overnight shooting.,2019
1945,2019-06-22,Hampton,Virginia,0,4,4,Two adults and two children were injured in a shooting at Buckroe Beach.,2019
1946,2019-06-21,Saginaw,Michigan,1,3,4,"Four people were shot, one fatally, at a house on the city's west side.",2019
1947,2019-06-21,Chicago,Illinois,0,4,4,"Four people, including a pregnant woman, were wounded in a shooting outside of the Parkway Garden Homes apartment complex.",2019
1948,2019-06-21,Richmond,California,0,5,5,Five people were wounded in a drive-by shooting.,2019
1949,2019-06-20,Allentown,Pennsylvania,0,10,10,Ten people were injured from gunfire outside of a nightclub.,2019
1950,2019-06-18,Newark,New Jersey,1,6,7,One man was killed and six others were injured after gunfire broke out in two separate locations in the downtown area.,2019
1951,2019-06-17,Dallas,Texas,1,1,2,2019 Dallas courthouse shooting: One person was superficially injured and the perpetrator was killed in a shooting next to the Earle Cabell Federal Building.,2019
1952,2019-06-17,San Antonio,Texas,0,4,4,"Four people were injured from gunfire, after getting into an altercation with another motorist.",2019
1953,2019-06-17,Memphis,Tennessee,0,5,5,Five people were wounded in the parking lot of an apartment complex.,2019
1954,2019-06-16,Philadelphia,Pennsylvania,1,7,8,One person was killed and seven were injured at a graduation party. All of the victims are between 15 and 17 years of age.,2019
1955,2019-06-16,Louisville,Kentucky,1,6,7,Five men and two women were discovered shot near a liquor store by police. One of the men later died at the hospital.,2019
1956,2019-06-16,Des Moines,Iowa,0,6,6,Six people were shot in a drive-by shooting while standing in the street after a party.,2019
1957,2019-06-15,Shreveport,Louisiana,0,4,4,Four people were wounded in a drive-by shooting outside of a nightclub.,2019
1958,2019-06-15,West Des Moines,Iowa,4,0,4,"Three relatives, two children and two adults, were found dead from gunshot wounds in a house.",2019
1959,2019-06-12,Charlotte,North Carolina,1,3,4,An adult male was killed at a party in a rented Airbnb; a teenager and two other adults were injured.,2019
1960,2019-06-11,Savannah,Georgia,2,2,4,Police responded to a scene and discovered two men deceased and two others injured.,2019
1961,2019-06-11,Aurora,Colorado,0,4,4,Four people were wounded in an overnight shooting; the victims were self-transported to the hospital for treatment.,2019
1962,2019-06-09,Cleveland,Ohio,1,3,4,"One person was killed and three wounded, after the perpetrator opened fire on a crowd gathered in Kerruish Park.",2019
1963,2019-06-09,Henning,Tennessee,1,3,4,One was killed and three others were injured in a shooting at a nightclub.,2019
1964,2019-06-09,Buffalo,New York,0,4,4,Four people were injured in a shooting after a dispute.,2019
1965,2019-06-08,White Swan,Washington,5,0,5,Five people were killed after the perpetrator opened fire on the Yakama Indian Reservation.,2019
1966,2019-06-08,Chicago,Illinois,0,4,4,Four people were wounded in the Humbdolt neighborhood after an altercation with the suspect.,2019
1967,2019-06-07,Austin,Texas,0,5,5,"Five people were taken to the hospital after the suspect fired shots at the ground, indirectly wounding them.",2019
1968,2019-06-06,Chicago,Illinois,1,3,4,One man was killed and three others wounded when a secondary vehicle pulled up next to vehicle and opened fire on Lake Shore Drive.,2019
1969,2019-06-05,Santa Rosa,California,0,4,4,"A teenager opened fire at a soccer park, wounding an 11-year-old boy and three others.",2019
1970,2019-06-01,Allendale,South Carolina,0,5,5,Five men were wounded in a shooting at a car wash.,2019
1971,2019-06-01,Portsmouth,Virginia,1,3,4,One person was killed and three were critically injured in an overnight shooting.,2019
1972,2019-06-01,Chicago,Illinois,0,4,4,An adult male and three teenagers were wounded in a shooting in the Austin community of Chicago.,2019
1973,2019-06-01,Chicago,Illinois,0,4,4,Four men were wounded in two separate locations near Northwestern University's Gold Coast campus.,2019
1974,2019-06-01,Atlanta,Georgia,0,5,5,Police discovered three individuals wounded after responding to a shooting; an additional two were transported via personal vehicles to the hospital.,2019
1975,2019-06-01,Macon,Georgia,0,4,4,Three men and a woman were injured after a suspect opened fire at a block party.,2019
1976,2019-05-31,Virginia Beach,Virginia,13,4,17,2019 Virginia Beach shooting: A gunman killed 12 people and injured four others at a city public works building. The gunman died at the scene after being shot by police.,2019
1977,2019-05-30,Robbins,Illinois,0,5,5,Five people were wounded after a vehicle pulled up to a large gathering and opened fire.,2019
1978,2019-05-29,Cleveland,Texas,2,3,5,"A man shot three employees at a local plumbing company, killing one before exchanging gunfire with a sheriff's deputy, also injuring him before committing suicide.",2019
1979,2019-05-27,Trenton,New Jersey,1,5,6,"Police responded to a shooting on Walnut Avenue, and found one teenager deceased and five adults injured.",2019
1980,2019-05-27,Washington D.C.,Washington D.C.,0,5,5,A boy and four others were wounded in a shooting in the Barry Farm neighborhood.,2019
1981,2019-05-26,Washington D.C.,Washington D.C.,1,3,4,One teenager was killed and two women and a child were injured after being shot in a parking lot.,2019
1982,2019-05-26,Chicago,Illinois,2,3,5,"Several people were gathered outside of a party when a man opened fire, killing two and wounding three.",2019
1983,2019-05-26,Stockton,California,1,3,4,Police discovered one person deceased and three injured after responding to reports of a shooting.,2019
